sn,location_raw,latitude,longitude,PH,EC,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,SO4,NO3,F,U_ppb,sample_date,NDVI,NDWI,Distance_to_Industry_km,Industrial_flag,hotspot_label,rain_actual_24h,rain_normal_24h,rain_pdn
1027.0,Trichy Amur,10.91,78.5511,7.32,807.0,250.0,60.0,24.0,45.0,37.0,0.0,214.0,128.0,39.0,11.0,0.45,0.96,2022-05-01,0.432,0.069,13.24,0,0,9.4,23.4,-59.83
1028.0,Trichy Angarai,10.8769,78.7978,7.43,668.0,150.0,48.0,7.0,53.0,50.0,0.0,183.0,85.0,72.0,2.0,0.04,0.51,2022-05-01,0.703,-0.091,10.77,0,0,5.4,11.9,-54.62
1029.0,Trichy Chattirapatti,10.7417,78.5833,7.72,801.0,310.0,96.0,17.0,41.0,15.0,0.0,342.0,92.0,35.0,1.0,0.55,6.77,2022-05-01,0.691,0.228,23.66,0,0,2.0,6.1,-67.21
1030.0,Trichy Chinnagowdanpatti,10.4575,78.3783,7.52,1637.0,700.0,160.0,73.0,42.0,20.0,0.0,366.0,320.0,39.0,136.0,0.68,4.22,2022-05-01,0.323,0.111,9.45,0,2,3.3,9.1,-63.74
1031.0,Trichy Kannanurpalayam,11.0722,78.55,7.69,930.0,290.0,72.0,27.0,99.0,16.0,0.0,348.0,121.0,67.0,7.0,1.23,1.53,2022-05-01,0.68,0.319,15.21,0,1,2.9,13.4,-78.36
1032.0,Trichy Kattur,10.8047,78.7439,7.45,1660.0,470.0,100.0,54.0,139.0,19.0,0.0,415.0,320.0,44.0,8.0,1.2,2.97,2022-05-01,0.126,0.108,6.1,0,1,19.5,9.4,107.45
1033.0,Trichy Kollidam Karai,10.8692,78.6906,7.55,915.0,380.0,76.0,46.0,44.0,19.0,0.0,329.0,142.0,60.0,6.0,0.7,3.46,2022-05-01,0.517,0.11,12.89,0,0,15.2,5.0,204.0
1034.0,Trichy Koppampatti,11.3008,78.4972,7.32,2240.0,820.0,156.0,105.0,111.0,3.0,0.0,476.0,305.0,223.0,99.0,0.27,4.64,2022-05-01,0.261,0.42,39.63,0,2,19.4,23.3,-16.74
1035.0,Trichy Kovilpatty,10.55,78.3,7.4,3430.0,930.0,208.0,100.0,297.0,31.0,0.0,293.0,817.0,198.0,1.0,0.48,24.57,2022-05-01,0.184,-0.066,14.16,0,2,8.8,21.9,-59.82
1036.0,Trichy Lic Colony Kk Nagar,10.7597,78.6822,7.35,1655.0,480.0,140.0,32.0,139.0,15.0,0.0,421.0,270.0,129.0,0.0,0.62,1.68,2022-05-01,0.154,0.532,12.5,0,1,5.6,19.8,-71.72
1037.0,Trichy Manachanallur,10.985,78.7656,7.47,1827.0,510.0,68.0,83.0,165.0,27.0,0.0,451.0,334.0,122.0,14.0,0.2,1.64,2022-05-01,0.587,0.497,12.94,0,1,16.0,8.4,90.48
1038.0,Trichy Manaparai,10.6144,78.4253,7.53,1686.0,610.0,144.0,61.0,110.0,21.0,0.0,415.0,256.0,163.0,78.0,0.5,40.53,2022-05-01,0.338,0.367,25.4,0,2,6.5,7.4,-12.16
1039.0,Trichy Manaparai II,10.6147,78.4256,7.4,1619.0,470.0,136.0,32.0,158.0,18.0,0.0,397.0,241.0,165.0,54.0,0.34,9.43,2022-05-01,0.607,0.315,25.45,0,2,6.0,6.4,-6.25
1040.0,Trichy Mudaliarchatram,10.8003,78.6967,7.42,7750.0,2250.0,720.0,109.0,566.0,23.0,0.0,610.0,1519.0,300.0,397.0,0.56,3.56,2022-05-01,0.146,0.525,10.92,0,2,4.7,19.5,-75.9
1041.0,Trichy Musiri2,10.9583,78.45,7.49,1520.0,280.0,68.0,27.0,134.0,99.0,0.0,342.0,263.0,78.0,5.0,0.15,1.57,2022-05-01,0.321,0.03,22.23,0,1,2.6,23.6,-88.98
1042.0,Trichy Muthupandiyanpatti,10.6381,78.4467,7.49,1291.0,460.0,100.0,51.0,69.0,16.0,0.0,323.0,256.0,58.0,3.0,0.93,3.83,2022-05-01,0.478,-0.045,28.91,0,0,5.1,13.6,-62.5
1043.0,Trichy Oodathurai Odakarai,10.8367,78.6992,7.6,1332.0,390.0,76.0,49.0,151.0,26.0,0.0,506.0,185.0,40.0,18.0,0.65,1.12,2022-05-01,0.654,0.068,12.16,0,0,7.1,7.4,-4.05
1044.0,Trichy Ookaeri,11.2108,78.55,7.49,1534.0,630.0,148.0,63.0,55.0,3.0,0.0,317.0,135.0,77.0,313.0,1.44,2.25,2022-05-01,0.323,0.456,28.12,0,2,13.5,15.2,-11.18
1045.0,Trichy Peramangalam,10.9867,78.6542,7.47,3550.0,580.0,116.0,71.0,380.0,186.0,0.0,580.0,533.0,284.0,236.0,1.14,7.56,2022-05-01,0.538,-0.076,1.13,1,2,1.3,12.0,-89.17
1046.0,Trichy Pulivalam,11.0167,78.6375,7.1,3350.0,1030.0,256.0,95.0,280.0,7.0,0.0,488.0,511.0,297.0,332.0,0.88,7.61,2022-05-01,0.72,0.308,4.52,1,2,4.2,12.5,-66.4
1047.0,Trichy Pullambadi,11.0458,78.9583,7.49,1652.0,450.0,68.0,68.0,203.0,6.0,0.0,458.0,199.0,68.0,256.0,0.72,2.54,2022-05-01,0.531,0.597,34.75,0,2,16.2,17.4,-6.9
1048.0,Trichy Pullambadi1,10.9417,78.9125,7.12,4740.0,1010.0,184.0,134.0,574.0,68.0,0.0,671.0,1051.0,200.0,20.0,0.33,0.0,2022-05-01,0.263,0.499,22.32,0,2,2.9,19.4,-85.05
1049.0,Trichy Puttur -Thennur,10.8147,78.6794,7.64,1007.0,300.0,56.0,39.0,69.0,28.0,0.0,275.0,149.0,48.0,31.0,0.36,0.63,2022-05-01,0.117,0.265,13.18,0,1,6.9,7.2,-4.17
1050.0,Trichy Samayapuram,10.8458,78.7486,7.55,948.0,320.0,56.0,44.0,75.0,17.0,0.0,317.0,163.0,25.0,5.0,0.61,1.6,2022-05-01,0.709,-0.055,8.81,0,0,17.3,5.7,203.51
1051.0,Trichy Sembattu,10.745,78.7117,7.63,2500.0,700.0,128.0,92.0,203.0,18.0,0.0,537.0,497.0,36.0,1.0,1.21,2.11,2022-05-01,0.115,0.482,9.82,0,1,3.1,24.9,-87.55
1052.0,Trichy Siruganur,11.0014,78.725,7.5,1985.0,540.0,92.0,75.0,206.0,6.0,0.0,476.0,327.0,165.0,43.0,0.82,4.74,2022-05-01,0.712,0.319,8.8,0,1,1.7,9.7,-82.47
1053.0,Trichy Sirukambur,10.9014,78.6039,7.39,2620.0,470.0,112.0,46.0,250.0,142.0,0.0,598.0,355.0,146.0,200.0,0.57,1.79,2022-05-01,0.47,-0.02,9.86,0,2,9.7,6.1,59.02
1054.0,Trichy Srirangam,10.8558,78.6867,7.6,779.0,310.0,48.0,46.0,48.0,17.0,0.0,256.0,135.0,42.0,0.0,0.36,2.45,2022-05-01,0.757,-0.034,14.16,0,0,6.0,8.8,-31.82
1055.0,Trichy Thatchankurichi,10.9553,78.8192,7.62,1236.0,300.0,92.0,17.0,125.0,86.0,0.0,427.0,149.0,98.0,19.0,0.81,1.64,2022-05-01,0.659,0.537,19.02,0,0,11.3,5.8,94.83
1056.0,Trichy Thathayangarpet,11.1208,78.4542,7.5,1972.0,840.0,224.0,68.0,82.0,17.0,0.0,397.0,341.0,165.0,163.0,0.17,3.83,2022-05-01,0.799,0.368,26.85,0,2,16.1,12.8,25.78
1057.0,Trichy Thiruvallarai,10.9569,78.6675,7.53,2490.0,580.0,104.0,78.0,140.0,233.0,0.0,677.0,398.0,104.0,0.0,0.02,2.13,2022-05-01,0.345,0.481,3.07,1,1,2.7,21.0,-87.14
1058.0,Trichy Thottiyam,10.9917,78.3292,7.4,1184.0,390.0,108.0,29.0,82.0,22.0,0.0,342.0,220.0,44.0,5.0,0.38,6.43,2022-05-01,0.637,0.515,35.56,0,0,11.6,11.8,-1.69
1059.0,Trichy Thuvakkudi,10.75,78.825,7.55,1159.0,430.0,88.0,51.0,80.0,2.0,0.0,268.0,263.0,53.0,20.0,0.62,1.59,2022-05-01,0.381,0.3,4.87,1,0,10.1,13.9,-27.34
1060.0,Trichy Tiruchchirappalli1,10.7917,78.7125,7.5,1936.0,670.0,68.0,122.0,156.0,26.0,0.0,354.0,412.0,90.0,0.0,0.33,1.0,2022-05-01,0.436,0.262,9.03,0,1,2.9,18.5,-84.32
1061.0,Trichy Tiruvanaikovil,10.8528,78.7064,7.69,321.0,120.0,20.0,17.0,16.0,17.0,0.0,110.0,57.0,15.0,1.0,0.1,0.17,2022-05-01,0.539,0.201,12.56,0,0,12.5,15.2,-17.76
1062.0,Trichy Tiruvasi,10.8906,78.5317,7.74,2480.0,380.0,76.0,46.0,244.0,182.0,0.0,641.0,284.0,233.0,37.0,0.65,3.33,2022-05-01,0.712,0.122,16.25,0,1,5.5,22.2,-75.23
1063.0,Trichy Tumbalam,11.0306,78.4328,7.63,1893.0,640.0,176.0,49.0,150.0,28.0,0.0,561.0,249.0,110.0,52.0,0.37,5.41,2022-05-01,0.789,0.204,24.74,0,2,9.8,22.3,-56.05
1064.0,Trichy Tuvarankuruchi,10.3583,78.3722,7.48,2520.0,710.0,136.0,90.0,203.0,26.0,0.0,458.0,582.0,30.0,3.0,0.51,4.53,2022-05-01,0.638,0.442,10.66,0,1,1.6,5.2,-69.23
1065.0,Trichy Uppiliyapuram,11.2622,78.5167,7.42,2040.0,780.0,124.0,114.0,116.0,4.0,0.0,506.0,263.0,189.0,115.0,0.83,2.68,2022-05-01,0.392,0.321,34.84,0,2,9.2,20.6,-55.34
1066.0,Trichy Vaiyampatty,10.55,78.3,7.41,1878.0,690.0,200.0,46.0,105.0,20.0,0.0,281.0,383.0,124.0,69.0,0.52,7.45,2022-05-01,0.395,0.525,14.16,0,2,6.1,14.2,-57.04
1067.0,Trichy Valadi,10.8728,77.7647,7.36,1059.0,360.0,76.0,41.0,90.0,3.0,0.0,311.0,149.0,98.0,18.0,0.46,2.12,2022-05-01,0.616,0.21,41.99,0,0,16.4,24.8,-33.87
1068.0,Trichy Vengankudi,10.9125,78.7233,7.39,1206.0,460.0,132.0,32.0,73.0,11.0,0.0,305.0,192.0,102.0,4.0,0.95,1.32,2022-05-01,0.267,0.325,10.95,0,0,1.1,14.7,-92.52
1069.0,Tuticorin ARUMUGANERI,8.5656,78.0978,7.7,1636.0,540.0,40.0,107.0,185.0,78.0,0.0,708.0,277.0,131.0,9.0,1.08,3.4,2022-05-01,0.177,0.342,44.13,0,1,8.4,24.7,-65.99
1070.0,Tuticorin Devachayalpuram,8.7344,77.9194,7.4,1308.0,375.0,116.0,21.0,95.0,12.0,0.0,165.0,213.0,87.0,25.0,0.43,1.57,2022-05-01,0.348,0.314,28.51,0,1,9.2,20.1,-54.23
1071.0,Tuticorin Eppodumvendram,9.0292,78.0458,7.5,4570.0,530.0,128.0,51.0,436.0,238.0,0.0,366.0,475.0,692.0,78.0,1.51,4.28,2022-05-01,0.301,0.392,44.43,0,2,14.5,10.0,45.0
1072.0,Tuticorin Ettayapuram,9.2178,77.9833,7.6,950.0,320.0,52.0,46.0,77.0,4.0,0.0,244.0,78.0,130.0,22.0,1.13,1.31,2022-05-01,0.307,0.066,52.48,0,1,11.5,15.8,-27.22
1073.0,Tuticorin Kadambur pz (T),8.9972,77.8617,7.1,1247.0,510.0,84.0,73.0,47.0,30.0,0.0,317.0,135.0,127.0,52.0,0.47,0.72,2022-05-01,0.264,0.259,25.35,0,2,13.3,24.8,-46.37
1074.0,Tuticorin Kallurani dw,9.1431,77.7719,7.3,591.0,320.0,64.0,39.0,10.0,7.0,0.0,293.0,21.0,43.0,7.0,0.5,0.39,2022-05-01,0.129,-0.027,34.05,0,0,15.5,22.2,-30.18
1075.0,Tuticorin Kalugumalai,9.1486,77.7167,7.2,565.0,240.0,40.0,34.0,29.0,2.0,0.0,134.0,85.0,47.0,4.0,0.32,0.3,2022-05-01,0.113,0.169,33.53,0,0,17.2,6.9,149.28
1076.0,Tuticorin Kalungumalai,9.1444,77.7056,7.0,1062.0,400.0,80.0,49.0,76.0,5.0,0.0,195.0,156.0,122.0,26.0,0.6,1.17,2022-05-01,0.791,0.241,32.97,0,1,6.3,19.1,-67.02
1077.0,Tuticorin Karisalkulam,9.15,78.1667,7.7,2280.0,350.0,72.0,41.0,276.0,4.0,0.0,610.0,220.0,113.0,24.0,0.89,5.0,2022-05-01,0.399,0.357,55.38,0,1,10.8,11.9,-9.24
1078.0,Tuticorin Kayattar,8.9444,77.775,7.4,1308.0,560.0,52.0,105.0,57.0,9.0,0.0,378.0,206.0,127.0,11.0,1.37,1.07,2022-05-01,0.369,0.565,14.36,0,1,16.8,5.1,229.41
1079.0,Tuticorin Kovilpatti,9.175,77.875,7.3,949.0,390.0,40.0,70.0,33.0,1.0,0.0,268.0,78.0,87.0,4.0,0.52,0.25,2022-05-01,0.576,0.32,41.78,0,0,19.8,13.1,51.15
1080.0,Tuticorin Kulasekharaptnm,8.4,78.0542,7.6,1077.0,500.0,68.0,80.0,55.0,55.0,0.0,439.0,92.0,110.0,55.0,0.8,1.16,2022-05-01,0.253,0.421,27.22,0,2,17.8,9.7,83.51
1081.0,Tuticorin Kurukkuchalai,8.9306,78.0917,7.2,5920.0,1440.0,296.0,170.0,463.0,3.0,0.0,366.0,730.0,904.0,72.0,1.5,40.7,2022-05-01,0.765,0.254,45.64,0,2,7.4,21.4,-65.42
1082.0,Tuticorin Maniyachi,8.8667,77.9,7.2,1400.0,400.0,80.0,49.0,58.0,42.0,0.0,488.0,92.0,90.0,7.0,0.37,0.57,2022-05-01,0.65,0.344,23.52,0,0,3.9,11.7,-66.67
1083.0,Tuticorin Maniyachi1,8.8333,77.8958,6.9,370.0,155.0,16.0,28.0,23.0,2.0,0.0,110.0,57.0,26.0,4.0,0.89,0.28,2022-05-01,0.163,-0.05,23.01,0,0,9.8,21.6,-54.63
1084.0,Tuticorin Mettupanaiyur dw,9.0317,78.2522,7.6,868.0,300.0,16.0,63.0,76.0,1.0,0.0,378.0,64.0,70.0,3.0,0.67,1.0,2022-05-01,0.392,0.078,64.2,0,0,14.8,5.0,196.0
1085.0,Tuticorin Mukkani dw,8.6342,78.0736,7.6,888.0,420.0,68.0,61.0,73.0,2.0,0.0,476.0,85.0,28.0,3.0,0.91,1.85,2022-05-01,0.715,0.153,48.83,0,0,9.9,11.2,-11.61
1086.0,Tuticorin Muppilipatti dw,8.9011,78.0256,7.4,656.0,190.0,64.0,7.0,29.0,21.0,0.0,146.0,71.0,22.0,22.0,0.18,0.92,2022-05-01,0.761,0.231,37.83,0,1,9.7,9.8,-1.02
1087.0,Tuticorin Nagalapuram,9.2333,78.1306,7.2,3320.0,1690.0,248.0,260.0,32.0,5.0,0.0,415.0,581.0,387.0,81.0,1.3,8.66,2022-05-01,0.427,-0.068,48.6,0,2,16.8,9.7,73.2
1088.0,Tuticorin Nakkalamuthanpatty,9.2323,77.7732,7.5,1685.0,290.0,64.0,32.0,212.0,41.0,0.0,488.0,85.0,267.0,35.0,0.77,3.07,2022-05-01,0.529,-0.002,43.69,0,1,7.2,6.4,12.5
1089.0,Tuticorin Nallattinputhur,9.1583,77.8417,7.5,542.0,235.0,28.0,40.0,27.0,1.0,0.0,122.0,64.0,53.0,32.0,0.48,0.42,2022-05-01,0.217,0.094,38.41,0,1,17.2,8.7,97.7
1090.0,Tuticorin Nazareth,8.4375,77.9736,7.02,604.0,190.0,56.0,12.0,36.0,20.0,0.0,67.0,121.0,42.0,5.0,0.17,0.35,2022-05-01,0.794,0.58,34.94,0,0,8.1,16.1,-49.69
1091.0,Tuticorin Paikulam,8.5181,77.8556,7.1,3430.0,1180.0,412.0,36.0,92.0,3.0,0.0,134.0,603.0,476.0,70.0,0.34,17.03,2022-05-01,0.262,0.132,41.0,0,2,6.6,10.8,-38.89
1092.0,Tuticorin Pasuvanthanai,9.0013,77.9596,7.2,1232.0,535.0,108.0,64.0,36.0,1.0,0.0,220.0,149.0,133.0,46.0,1.66,0.82,2022-05-01,0.76,0.237,34.53,0,2,9.1,13.3,-31.58
1093.0,Tuticorin Perunkulam,8.6439,77.9978,7.65,2210.0,480.0,56.0,83.0,219.0,70.0,0.0,537.0,326.0,22.0,34.0,0.9,1.02,2022-05-01,0.555,0.037,41.08,0,1,15.2,12.5,21.6
1094.0,Tuticorin Petmanagar,8.65,77.95,7.3,3410.0,1200.0,252.0,139.0,172.0,53.0,0.0,329.0,822.0,97.0,24.0,0.56,5.74,2022-05-01,0.525,0.328,36.35,0,2,2.5,22.5,-88.89
1095.0,Tuticorin Pudur,9.3136,78.1361,7.9,2850.0,200.0,12.0,41.0,471.0,7.0,0.0,1074.0,78.0,186.0,43.0,0.47,29.5,2022-05-01,0.459,0.096,39.75,0,1,3.9,23.1,-83.12
1096.0,Tuticorin Saidunganallur,8.4958,77.8333,7.0,482.0,150.0,52.0,5.0,18.0,22.0,0.0,110.0,43.0,48.0,1.0,0.36,0.85,2022-05-01,0.261,0.045,42.23,0,0,19.0,14.9,27.52
1097.0,Tuticorin Satankulam,8.4333,77.9028,7.3,2360.0,700.0,196.0,51.0,112.0,6.0,0.0,354.0,355.0,87.0,58.0,0.45,21.56,2022-05-01,0.224,0.262,39.31,0,2,3.5,11.6,-69.83
1098.0,Tuticorin Sathankulam -n,8.4444,77.9,7.3,2140.0,590.0,156.0,49.0,169.0,2.0,0.0,476.0,298.0,151.0,62.0,0.42,10.01,2022-05-01,0.254,-0.096,40.44,0,2,11.4,7.1,60.56
1099.0,Tuticorin Srivaikundam1,8.625,77.9083,7.1,576.0,110.0,28.0,10.0,48.0,15.0,0.0,122.0,64.0,57.0,2.0,1.73,0.11,2022-05-01,0.231,-0.095,34.7,0,2,11.6,24.1,-51.87
1100.0,Tuticorin Thailapuram,8.6083,77.85,7.0,2250.0,790.0,164.0,92.0,102.0,43.0,0.0,244.0,440.0,126.0,79.0,0.45,6.82,2022-05-01,0.646,0.053,32.03,0,2,9.8,6.2,58.06
1101.0,Tuticorin Tiruchendur -e,8.4944,78.1222,7.5,3290.0,590.0,88.0,90.0,316.0,129.0,0.0,525.0,503.0,350.0,28.0,0.55,12.2,2022-05-01,0.345,-0.074,36.03,0,2,12.9,11.0,17.27
1102.0,Tuticorin Tiruchendur -w,8.4958,78.1208,7.5,497.0,275.0,52.0,35.0,22.0,3.0,0.0,281.0,50.0,14.0,4.0,0.52,0.62,2022-05-01,0.14,-0.024,36.2,0,0,4.6,11.0,-58.18
1103.0,Tuticorin Tuticorin1,8.8083,78.1389,7.6,7730.0,840.0,48.0,175.0,1477.0,8.0,0.0,708.0,1780.0,740.0,7.0,1.65,16.2,2022-05-01,0.778,0.137,50.13,0,2,11.1,11.4,-2.63
1104.0,Tuticorin Udangudi,8.4298,78.0335,7.6,1782.0,490.0,56.0,85.0,185.0,58.0,0.0,390.0,312.0,97.0,50.0,1.36,2.5,2022-05-01,0.719,0.462,31.14,0,2,7.4,8.3,-10.84
1105.0,Tuticorin Udangudi dw,8.4342,78.0292,7.6,1194.0,360.0,136.0,5.0,132.0,46.0,0.0,366.0,184.0,60.0,49.0,0.38,3.02,2022-05-01,0.749,0.3,31.77,0,2,13.2,20.7,-36.23
1106.0,Tuticorin Vembar,9.077,78.3568,7.5,408.0,230.0,40.0,32.0,3.0,2.0,0.0,171.0,14.0,47.0,11.0,0.82,0.23,2022-05-01,0.796,0.259,52.94,0,0,2.8,7.4,-62.16
1107.0,Tuticorin Vembur,9.325,78.0819,7.2,2110.0,790.0,196.0,73.0,35.0,12.0,0.0,244.0,241.0,266.0,58.0,1.6,3.14,2022-05-01,0.222,0.105,40.32,0,2,11.4,17.7,-35.59
1108.0,Tuticorin Villiseri,9.0583,77.85,7.5,5040.0,1590.0,312.0,197.0,450.0,7.0,0.0,354.0,255.0,1660.0,56.0,0.48,16.85,2022-05-01,0.377,0.552,29.42,0,2,3.7,7.5,-50.67
1109.0,Vellore Echipudhur (Vellore dt),12.9058,79.2819,7.62,2140.0,600.0,100.0,75.0,189.0,15.0,0.0,275.0,348.0,255.0,1.0,1.8,15.36,2022-05-01,0.631,0.178,32.49,0,2,5.6,6.4,-12.5
1110.0,Vellore Avarakarai Pz,12.5636,79.1713,7.5,1758.0,350.0,44.0,58.0,228.0,1.0,0.0,378.0,291.0,93.0,75.0,0.87,3.45,2022-05-01,0.587,-0.039,50.28,0,2,4.4,23.2,-81.03
1111.0,Vellore Chinnapallikuppam pz,12.7633,78.8386,7.68,1246.0,430.0,36.0,83.0,81.0,10.0,0.0,329.0,227.0,63.0,3.0,1.0,10.37,2022-05-01,0.208,0.332,82.76,0,0,3.7,8.8,-57.95
1112.0,Vellore Kandili,12.4778,78.4556,7.65,3670.0,900.0,56.0,185.0,345.0,8.0,0.0,598.0,625.0,168.0,351.0,1.32,17.89,2022-05-01,0.671,-0.02,80.38,0,2,16.5,21.4,-22.9
1113.0,Vellore Ponnai,13.1111,79.4264,7.79,2570.0,620.0,88.0,97.0,246.0,3.0,0.0,482.0,511.0,114.0,36.0,1.2,5.22,2022-05-01,0.257,0.142,21.8,0,1,5.7,15.9,-64.15
1114.0,Vellore Ranipet2,12.9333,79.35,7.74,1615.0,340.0,52.0,51.0,206.0,5.0,0.0,323.0,341.0,104.0,7.0,0.82,6.86,2022-05-01,0.257,0.255,25.4,0,1,18.5,6.6,180.3
1115.0,Vellore Virupachipuram(bagayam),12.8778,79.1333,7.75,1246.0,400.0,28.0,80.0,88.0,3.0,0.0,281.0,149.0,153.0,56.0,0.92,5.35,2022-05-01,0.476,0.512,48.92,0,2,19.4,24.1,-19.5
1116.0,Villipuram Alathur,11.799,78.9471,7.6,1710.0,280.0,72.0,24.0,253.0,16.0,0.0,409.0,163.0,235.2,50.0,0.72,2.85,2022-05-01,0.515,0.245,38.1,0,2,11.4,9.9,15.15
1117.0,Villipuram Allampundi,12.2483,79.3406,7.6,2340.0,480.0,64.0,78.0,313.0,9.0,0.0,354.0,454.0,144.0,112.0,1.8,0.76,2022-05-01,0.506,0.392,11.64,0,2,2.9,22.2,-86.94
1118.0,Villipuram Andiarpalayam,12.0474,79.7627,7.57,2680.0,480.0,100.0,56.0,391.0,10.0,0.0,525.0,355.0,288.0,136.0,0.45,0.72,2022-05-01,0.164,0.595,38.66,0,2,7.5,8.4,-10.71
1119.0,Villipuram Arakandanallur,11.9742,79.2258,7.6,1607.0,420.0,120.0,29.0,168.0,16.0,0.0,293.0,248.0,153.6,68.0,1.06,0.15,2022-05-01,0.714,-0.008,32.87,0,2,16.0,22.1,-27.6
1120.0,Villipuram Asanur,11.6257,79.192,7.6,800.0,220.0,64.0,15.0,76.0,13.0,0.0,250.0,46.0,96.0,37.0,0.65,0.29,2022-05-01,0.286,0.092,65.29,0,1,7.3,5.3,37.74
1121.0,Villipuram Brahmadessam,12.2,79.7785,7.76,1011.0,300.0,60.0,36.0,92.0,8.0,0.0,244.0,106.0,144.0,12.0,0.12,0.32,2022-05-01,0.191,0.176,35.15,0,0,1.7,15.2,-88.82
1122.0,Villipuram Chinnasalem,11.6314,78.8684,7.14,1586.0,460.0,124.0,36.0,143.0,18.0,0.0,305.0,284.0,96.0,50.0,0.32,0.46,2022-05-01,0.722,0.195,30.25,0,2,11.1,20.4,-45.59
1123.0,Villipuram Chinnasalem,11.6375,78.8818,7.6,3200.0,660.0,104.0,97.0,426.0,9.0,0.0,354.0,638.0,288.0,130.0,0.38,0.3,2022-05-01,0.769,0.188,31.44,0,2,16.9,23.7,-28.69
1124.0,Villipuram Eliyathur (New),11.9552,79.4185,7.4,2051.0,670.0,120.0,90.0,154.0,13.0,0.0,500.0,255.0,168.0,87.0,1.12,1.02,2022-05-01,0.703,0.535,26.14,0,2,15.9,23.2,-31.47
1125.0,Villipuram Gingee,12.2521,79.4259,7.5,4410.0,840.0,124.0,129.0,621.0,9.0,0.0,311.0,1134.0,288.0,56.0,0.45,0.03,2022-05-01,0.667,0.4,6.85,0,2,3.5,21.4,-83.64
1126.0,Villipuram Gingee,12.2543,79.4076,7.17,2780.0,560.0,80.0,88.0,375.0,9.0,0.0,458.0,567.0,168.0,43.0,0.72,0.03,2022-05-01,0.559,0.326,7.44,0,1,13.5,22.8,-40.79
1127.0,Villipuram Gopalapuram -Peramandur,12.2285,79.5702,7.5,1070.0,300.0,72.0,29.0,104.0,5.0,0.0,330.0,46.0,134.4,62.0,1.53,0.02,2022-05-01,0.486,0.117,16.33,0,2,4.4,9.0,-51.11
1128.0,Villipuram Kacharapalayam,11.7646,78.8679,7.6,1570.0,285.0,84.0,18.0,230.0,6.0,0.0,305.0,220.0,192.0,37.0,0.45,0.91,2022-05-01,0.161,0.477,28.75,0,1,4.4,10.7,-58.88
1129.0,Villipuram Kadambur,11.941,79.05,7.33,1680.0,450.0,88.0,56.0,175.0,8.0,0.0,275.0,284.0,168.0,50.0,1.46,0.87,2022-05-01,0.386,0.569,50.28,0,2,17.5,10.8,62.04
1130.0,Villipuram Kallakurichi,11.7386,78.9538,7.29,2670.0,1100.0,168.0,165.0,104.0,9.0,0.0,549.0,376.0,288.0,68.0,0.79,3.12,2022-05-01,0.361,0.475,37.96,0,2,5.0,12.5,-60.0
1131.0,Villipuram Kallakurichi,11.7391,78.9623,7.5,1880.0,300.0,80.0,24.0,290.0,5.0,0.0,458.0,248.0,153.6,62.0,0.92,0.44,2022-05-01,0.282,-0.099,38.91,0,2,5.3,12.9,-58.91
1132.0,Villipuram Kanai,11.9552,79.4185,7.75,1820.0,450.0,72.0,66.0,200.0,20.0,0.0,397.0,284.0,144.0,43.0,0.72,6.05,2022-05-01,0.606,0.345,26.14,0,1,0.0,15.9,-100.0
1133.0,Villipuram Kiliyanur,12.1008,79.7458,7.6,5045.0,1550.0,320.0,182.0,437.0,22.0,0.0,92.0,1347.0,480.0,68.0,1.39,0.15,2022-05-01,0.447,-0.064,36.64,0,2,17.4,8.2,112.2
1134.0,Villipuram Kodima,12.1717,79.5974,7.7,460.0,150.0,40.0,12.0,32.0,6.0,0.0,183.0,28.0,24.0,12.0,0.12,0.11,2022-05-01,0.157,0.08,18.91,0,0,15.9,18.8,-15.43
1135.0,Villipuram Kunimedu,12.0945,79.8929,7.65,1245.0,350.0,68.0,44.0,120.0,8.0,0.0,317.0,85.0,192.0,50.0,1.06,17.04,2022-05-01,0.254,-0.058,23.29,0,2,12.5,8.4,48.81
1136.0,Villipuram Mambazhapattu,11.958,79.3709,7.9,1060.0,370.0,44.0,63.0,69.0,6.0,0.0,488.0,50.0,52.8,1.0,1.19,8.68,2022-05-01,0.578,0.323,26.57,0,1,15.0,11.2,33.93
1137.0,Villipuram Marakanam,12.1294,79.7181,7.0,299.0,100.0,24.0,10.0,9.0,24.0,0.0,61.0,35.0,38.4,12.0,0.45,0.03,2022-05-01,0.153,0.381,32.9,0,0,3.0,15.1,-80.13
1138.0,Villipuram Melporadikuppam,12.2501,79.5701,7.5,1137.0,330.0,96.0,22.0,106.0,4.0,0.0,397.0,78.0,96.0,37.0,1.15,0.57,2022-05-01,0.696,-0.02,17.1,0,1,9.2,20.9,-55.98
1139.0,Villipuram Mogaiyur,11.025,79.3211,7.7,1130.0,250.0,80.0,12.0,131.0,26.0,0.0,275.0,142.0,96.0,50.0,0.86,14.99,2022-05-01,0.447,0.169,56.41,0,2,7.0,19.8,-64.65
1140.0,Villipuram Mogaiyur,11.9759,79.312,7.4,1100.0,430.0,60.0,68.0,48.0,9.0,0.0,378.0,67.0,100.8,43.0,0.95,1.59,2022-05-01,0.436,0.219,27.08,0,1,1.9,17.9,-89.39
